mortgage,card_utilization,amount_past_due,dda_balance_9m,card_balance,card_balance_3m,card_balance_6m,card_balance_12m,delinquency_status,delinquency_status_3m,delinquency_status_6m,delinquency_status_12m,credit_inquiry,credit_inquiry_3m,credit_inquiry_6m,credit_inquiry_12m,open_trade,open_trade_3m,open_trade_6m,open_trade_12m,gender,race,race_category,status
309505.65,0.105824302,3.17,0.0,204.22,176.89,582.21,911.41,2,2,4,4,1,1,7,8,1,0,3,1,1,0,Hispanic,1
178844.56,0.56089484,0.0,744.01,933.65,877.7,546.06,297.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Hispanic,1
184711.87,0.11985652,73.82,0.0,225.57,524.87,687.38,1271.38,5,5,5,5,0,0,0,5,0,0,0,3,1,0,Hispanic,0
148787.26,0.511729481,0.0,0.0,2125.67,1494.15,1731.47,1900.78,0,0,0,0,1,1,0,0,1,0,0,0,1,0,Hispanic,0
294864.11,0.107780743,110.61,0.0,173.17,569.43,575.75,1022.89,4,4,4,4,1,2,0,7,0,1,0,3,1,0,Hispanic,1
155891.77,0.366542122,0.0,0.0,1622.61,3142.37,3525.73,2205.93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hispanic,1
143756.39,0.927169563,0.0,0.0,6698.15,3583.16,2695.4,4934.82,0,0,0,0,0,2,0,5,0,1,0,4,1,0,Hispanic,0
147838.11,0.659298666,0.0,0.0,1136.55,643.29,428.37,594.36,0,5,5,5,0,2,3,0,0,0,3,0,0,0,Hispanic,0
151249.37,0.348447502,214.55,3116.01,572.5,1091.83,1007.24,1246.4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Hispanic,1
138021.53,0.277274818,425.93,0.0,548.91,433.39,348.66,440.23,1,4,4,4,0,1,0,0,0,1,0,0,1,0,Hispanic,1
141411.85,0.846484324,236.49,592.58,606.22,257.33,390.82,237.03,1,1,1,1,1,0,0,6,1,0,0,2,0,0,Hispanic,0
151738.97,0.501343058,1719.49,3477.26,1933.82,1213.29,1289.73,1390.91,2,2,2,2,0,0,1,0,0,0,1,0,1,0,Hispanic,1
146489.94,0.519524224,0.0,3828.68,2062.3,1466.56,1387.74,1531.47,0,0,0,1,0,0,3,6,0,0,2,3,1,0,Hispanic,1
188816.16,0.907715077,276.98,0.0,1252.86,1310.97,764.41,969.13,4,4,4,4,1,2,5,7,1,0,2,4,0,0,Hispanic,0
174778.01,0.347476799,0.0,0.0,918.05,1020.71,894.71,614.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hispanic,0
166033.91,0.581268274,475.07,0.0,1162.3,1214.75,746.14,1367.94,2,2,2,2,1,1,2,4,0,1,0,2,0,0,Hispanic,0
143605.57,0.056014572,67.96,0.0,124.47,433.41,494.6,530.62,1,1,4,4,0,0,4,6,0,0,3,3,1,0,Hispanic,0
159645.17,0.230350446,643.69,0.0,1131.39,1517.5,810.43,2420.54,1,4,4,4,1,0,6,4,1,0,3,2,1,0,Hispanic,0
159565.47,0.228855064,0.0,0.0,320.09,185.02,430.55,282.71,0,0,0,0,0,0,4,0,0,0,1,0,0,0,Hispanic,0
270822.95,0.605760935,0.0,0.0,711.87,309.0,316.48,634.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hispanic,1
134094.42,0.448623434,9.97,0.0,1074.91,1829.45,973.58,717.76,1,1,1,1,1,1,2,0,0,0,1,0,1,0,Hispanic,0
179370.94,0.547612277,65.4,0.0,2305.91,1907.07,1249.32,2253.42,3,3,3,3,0,3,0,7,0,2,0,3,0,0,Hispanic,0
193349.48,0.612077755,1024.26,3154.31,1572.13,1255.0,1247.6,1261.72,5,5,5,5,2,2,0,0,0,0,0,0,1,0,Hispanic,0
151482.93,0.99265172,0.0,6479.18,4298.34,1761.73,993.08,2591.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hispanic,1
177693.24,0.797123937,0.0,9469.38,4544.77,3007.36,2026.23,3787.75,0,2,2,2,0,4,3,8,0,2,2,3,1,0,Hispanic,1
198007.66,0.395303929,190.65,0.0,220.09,424.22,318.88,249.17,1,1,1,3,0,0,3,8,0,0,2,2,0,0,Hispanic,0
150126.73,0.379712046,0.0,1143.05,380.92,698.11,611.59,457.22,0,1,1,1,0,2,3,0,0,0,1,0,0,0,Hispanic,0
142305.56,0.269705769,0.0,0.0,279.65,549.04,453.84,346.1,0,0,0,0,0,0,3,6,0,0,2,2,0,0,Hispanic,0
183471.4,0.803677396,91.28,0.0,366.41,209.28,178.06,243.9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Hispanic,0
216533.48,0.030512105,0.0,0.0,38.38,78.29,326.16,346.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hispanic,1
141192.41,0.290197188,252.68,0.0,1831.33,1552.01,1742.0,1602.53,5,5,5,5,1,1,4,0,0,1,3,0,1,0,Hispanic,0
165169.04,0.156717045,0.0,0.0,232.36,231.26,280.2,549.98,0,0,0,0,0,0,4,0,0,0,4,0,0,0,Hispanic,1
170208.59,0.526038572,0.0,0.0,2001.18,1142.49,884.82,2245.38,0,1,2,2,0,1,2,4,0,1,1,2,1,0,Hispanic,1
128667.77,0.281609656,0.0,0.0,2269.57,3751.06,2089.91,3486.79,0,0,0,0,0,0,4,8,0,0,2,2,1,0,Hispanic,1
143998.76,0.041630996,0.49,0.0,33.55,194.22,438.16,327.43,5,5,5,5,1,2,5,4,0,0,3,1,0,0,Hispanic,0
153294.28,0.333196878,0.0,577.61,257.54,185.63,204.75,231.05,0,0,0,2,0,0,0,4,0,0,0,3,0,0,Hispanic,0
154052.22,0.825673798,674.72,0.0,798.96,509.64,356.22,242.78,5,5,5,5,1,3,7,4,0,3,3,2,1,0,Hispanic,0
169830.4,0.463616699,0.0,2255.23,993.93,853.55,979.14,902.09,0,0,1,1,0,0,5,5,0,0,1,3,1,0,Hispanic,1
192161.27,0.980690736,275.48,0.0,1925.77,830.4,1352.75,945.17,4,4,4,4,1,0,0,0,1,0,0,0,0,0,Hispanic,0
135305.43,0.214614898,0.0,0.0,175.52,450.27,438.25,532.83,0,0,3,3,0,0,4,6,0,0,2,4,0,0,Hispanic,0
146108.19,0.982564675,3039.53,0.0,3286.63,1107.46,1436.69,1118.83,4,4,4,4,0,0,1,0,0,0,1,0,1,0,Hispanic,0
172811.35,0.583656842,0.0,0.0,1480.34,1443.98,1230.51,1863.67,0,1,1,1,0,2,2,6,0,1,2,4,1,0,Hispanic,0
177301.38,0.145848861,0.0,987.67,220.73,147.54,279.35,395.07,0,0,3,3,0,1,3,8,0,0,1,5,0,0,Hispanic,0
176921.03,0.571358213,0.0,0.0,620.42,433.44,252.38,650.15,0,1,2,2,0,0,3,10,0,0,0,4,1,0,Hispanic,1
166179.39,0.921461981,0.0,3840.24,1806.76,1489.92,1628.05,1536.1,0,0,5,5,0,0,8,4,0,0,3,3,0,0,Hispanic,1
167154.85,0.868379192,227.22,3228.12,1338.47,1143.89,1049.72,1291.25,2,2,2,2,1,1,0,0,1,1,0,0,0,0,Hispanic,0
178349.75,0.665779488,486.92,892.82,788.04,638.24,578.72,357.13,2,2,2,2,0,1,0,0,0,0,0,0,0,0,Hispanic,1
156339.55,0.63171447,0.0,0.0,946.91,679.96,475.4,950.47,0,0,0,0,0,0,0,8,0,0,0,6,1,0,Hispanic,1
135534.81,0.505352742,0.0,0.0,965.78,894.82,662.7,430.84,0,0,0,0,0,0,0,10,0,0,0,6,1,0,Hispanic,1
128376.88,0.141426997,33.56,6349.54,584.76,2793.71,2931.68,2539.82,3,4,4,4,0,2,3,2,0,0,1,1,1,0,Hispanic,0
153389.73,0.951190303,0.0,0.0,1424.13,748.02,1008.77,1101.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Hispanic,0
133762.03,0.703235274,0.0,1196.82,1247.85,495.37,418.93,478.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hispanic,1
165261.44,0.089309741,0.0,0.0,214.98,420.79,623.47,1311.32,0,4,4,4,0,3,0,7,0,2,0,2,1,0,Hispanic,1
153494.15,0.084512966,0.0,0.0,411.37,897.39,1251.39,1348.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hispanic,0
184399.73,0.575007702,0.0,3970.15,1678.71,933.02,907.66,1588.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hispanic,1
154269.93,0.673990019,0.0,2798.84,1050.78,1244.17,782.89,1119.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hispanic,0
128728.69,0.906790504,0.0,0.0,1741.51,1822.21,1759.15,1747.55,0,5,5,5,0,4,4,6,0,1,2,2,0,0,Hispanic,0
125610.9,0.92987799,1448.16,0.0,1470.85,1210.84,845.85,568.82,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Hispanic,0
146929.13,0.395069568,387.17,1435.54,406.7,627.72,413.16,574.22,5,5,5,5,1,0,0,0,0,0,0,0,0,0,Hispanic,1
185026.39,0.948767126,0.0,0.0,7446.82,4015.28,3793.14,4226.77,0,1,1,3,0,1,2,6,0,1,1,2,1,0,Hispanic,0
178763.71,0.503593956,761.24,0.0,2249.78,934.58,900.23,2260.37,1,1,1,1,1,0,3,5,0,0,1,4,1,0,Hispanic,0
247289.95,0.304409429,783.35,0.0,1639.38,3492.38,2087.32,2123.3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Hispanic,1
191657.89,0.29892783,244.0,0.0,609.26,1411.3,1249.16,720.81,1,1,1,1,1,2,0,0,1,0,0,0,0,0,Hispanic,0
175608.76,0.857318859,0.0,0.0,3074.67,1347.96,917.32,2105.6,0,0,0,0,0,1,3,0,0,1,1,0,1,0,Hispanic,1
127027.36,0.375440534,0.0,0.0,5017.06,6092.7,8196.45,8102.27,0,1,1,1,0,2,0,8,0,0,0,4,1,0,Hispanic,1
153579.59,0.362339262,801.38,1611.56,846.1,537.03,751.42,644.62,1,1,1,2,0,0,4,6,0,0,2,3,1,0,Hispanic,0
192094.81,0.129099931,115.43,0.0,361.92,1649.89,1281.75,919.33,1,1,1,1,0,0,2,6,0,0,2,4,1,0,Hispanic,0
132438.35,0.515750218,1101.49,0.0,1873.99,2502.5,1548.46,1477.69,4,4,4,4,1,0,0,0,1,0,0,0,1,0,Hispanic,0
158505.43,0.172420873,50.74,0.0,190.94,210.22,629.48,501.25,4,4,4,4,1,2,2,4,1,1,2,3,0,0,Hispanic,0
143634.31,0.220723636,0.0,0.0,140.29,438.54,260.37,258.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hispanic,0
145354.2,0.640285862,0.0,781.91,771.55,557.44,564.98,312.76,0,0,0,1,0,0,0,4,0,0,0,2,0,0,Hispanic,0
124121.23,0.099142084,0.0,0.0,63.27,387.96,277.28,398.0,0,0,2,2,0,0,3,7,0,0,1,2,0,0,Hispanic,0
208304.55,0.336310104,0.0,663.64,304.13,660.42,398.94,265.46,0,0,0,1,0,2,0,0,0,0,0,0,0,0,Hispanic,1
123937.25,0.368035489,262.19,900.89,1270.63,791.73,645.81,360.36,1,1,1,1,0,0,3,6,0,0,1,5,1,0,Hispanic,0
141281.57,0.209288288,0.0,0.0,730.14,1172.49,858.03,778.64,0,0,0,1,0,0,0,7,0,0,0,3,1,0,Hispanic,1
159373.04,0.595999058,0.0,0.0,2564.57,2285.33,1628.46,1113.05,0,5,5,5,1,5,1,6,0,2,1,3,1,0,Hispanic,0
143973.56,0.276900333,125.19,0.0,276.76,333.55,233.29,309.75,5,5,5,5,3,3,2,0,2,1,0,0,0,0,Hispanic,0
190380.65,0.212846064,292.42,0.0,661.26,1634.16,2359.24,1323.88,1,1,3,3,1,3,2,6,1,2,1,4,1,0,Hispanic,0
129848.14,0.487335523,0.0,1743.33,499.21,534.96,677.6,697.33,0,3,3,3,0,2,4,0,0,0,1,0,0,0,Hispanic,0
150971.82,0.509691656,328.89,1736.25,664.1,557.5,799.27,694.5,4,4,4,4,1,0,0,0,1,0,0,0,1,0,Hispanic,0
285957.31,0.81878303,0.0,0.0,1927.52,2107.36,2051.42,1580.21,0,4,5,5,0,1,5,8,0,0,1,2,1,0,Hispanic,1
187626.65,0.659636628,0.0,0.0,2243.38,1005.83,1968.49,1124.86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hispanic,1
185802.44,0.159253803,0.0,0.0,102.83,229.2,413.13,454.91,0,0,1,1,0,0,3,0,0,0,1,0,0,0,Hispanic,0
155042.07,0.954958037,0.0,0.0,1914.47,749.78,918.31,885.76,0,1,1,1,0,1,4,0,0,0,3,0,1,0,Hispanic,1
145783.28,0.372775629,760.56,0.0,834.74,517.37,356.04,1185.18,3,3,3,3,1,0,0,8,1,0,0,6,0,0,Hispanic,1
159746.77,0.52708086,0.0,0.0,1630.57,1597.77,1727.43,2218.36,0,1,5,5,0,2,4,0,0,1,3,0,1,0,Hispanic,1
160525.66,0.771295285,0.0,0.0,707.13,706.6,461.18,437.44,0,0,2,2,0,0,2,0,0,0,1,0,0,0,Hispanic,0
149343.44,0.030600689,51.46,0.0,51.65,479.14,382.48,271.85,2,2,2,3,0,3,2,6,0,1,1,2,0,0,Hispanic,0
137391.38,0.237892932,49.84,0.0,81.48,83.57,189.44,146.76,5,5,5,5,1,2,4,5,1,2,2,2,0,0,Hispanic,0
169191.83,0.692632615,541.45,678.76,783.12,541.35,485.6,271.51,5,5,5,5,1,0,4,8,0,0,2,6,0,0,Hispanic,0
169456.63,0.923179376,0.0,0.0,2321.73,1652.29,1526.59,1472.28,0,0,1,1,0,0,3,0,0,0,2,0,0,0,Hispanic,1
171726.52,0.938527196,725.29,0.0,4919.1,1757.04,1462.42,1573.94,5,5,5,5,2,3,6,4,1,0,4,3,1,0,Hispanic,1
148857.54,0.343913488,410.43,1348.51,785.9,987.7,790.4,539.4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Hispanic,1
162275.25,0.891826669,1191.17,1047.23,1776.72,769.28,536.04,418.89,1,1,1,1,1,0,4,3,0,0,2,1,1,0,Hispanic,1
139308.65,0.327918627,37.67,681.65,243.15,307.48,462.27,272.66,4,5,5,5,1,3,4,7,0,1,2,6,0,0,Hispanic,0
135166.78,0.858240032,0.0,0.0,2336.98,1410.04,1754.43,2230.59,0,0,1,1,0,0,3,0,0,0,0,0,1,0,Hispanic,0
186379.68,0.914061238,527.6,1269.92,1134.44,637.77,782.18,507.97,1,1,1,1,1,2,4,0,0,2,2,0,1,0,Hispanic,0
188249.4,0.660121043,431.29,1741.75,700.05,877.86,911.06,696.7,1,1,2,3,0,0,2,9,0,0,1,5,0,0,Hispanic,0
167162.8,0.430750734,23.26,0.0,668.72,828.59,594.7,835.67,4,4,4,4,1,2,0,0,1,1,0,0,0,0,Hispanic,0
136954.4,0.185732969,0.0,0.0,254.81,814.71,698.13,652.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Hispanic,1
144671.29,0.631743947,0.0,609.78,326.2,289.11,352.31,243.91,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Hispanic,0
167838.85,0.409547303,439.2,0.0,1121.62,616.45,407.88,1200.62,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Hispanic,0
182037.12,0.521044436,0.0,0.0,370.5,168.29,407.76,273.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hispanic,1
188821.2,0.829575874,372.0,0.0,1433.76,1496.36,814.29,536.54,2,2,2,2,1,0,3,8,0,0,1,5,1,0,Hispanic,0
137867.32,0.523396723,687.65,0.0,1395.08,652.99,1618.96,1235.97,4,4,4,4,1,5,1,5,0,2,1,4,0,0,Hispanic,1
252466.04,0.133871262,230.37,0.0,440.87,1525.01,2255.51,1379.21,4,4,5,5,0,3,6,7,0,2,4,2,1,0,Hispanic,1
136840.93,0.148373842,0.0,0.0,118.53,202.01,249.14,218.87,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Hispanic,0
144571.2,0.330087066,0.0,0.0,885.55,1209.77,904.03,642.29,0,2,3,3,0,1,3,0,0,0,2,0,1,0,Hispanic,0
121317.53,0.50077918,0.0,0.0,881.44,564.01,895.57,566.21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hispanic,1
171967.79,0.884854399,1321.24,0.0,1635.6,1719.53,1620.86,891.55,2,2,2,2,1,1,2,4,0,0,1,2,0,0,Hispanic,0
237058.49,0.337301009,793.43,3527.23,1018.73,721.77,1858.76,1410.89,5,5,5,5,0,0,0,0,0,0,0,0,0,0,Hispanic,0
179940.21,0.630875056,164.13,0.0,290.32,189.14,129.47,83.1,1,1,1,1,1,0,0,6,1,0,0,2,0,0,Hispanic,0
137258.27,0.040476168,3.46,0.0,14.62,169.71,130.32,115.67,1,2,2,2,1,3,0,0,1,0,0,0,0,0,Hispanic,1
143945.64,0.900269128,72.65,0.0,665.69,549.47,478.08,455.49,1,1,1,1,0,1,1,0,0,0,0,0,0,0,Hispanic,0
224925.91,0.45959822,256.19,0.0,435.16,149.97,525.89,447.88,1,1,1,2,0,0,2,6,0,0,2,2,0,0,Hispanic,1
155166.17,0.368860899,366.1,0.0,928.45,536.89,711.98,572.06,4,4,5,5,1,2,7,0,1,2,1,0,1,0,Hispanic,0
140893.54,0.545921624,0.0,0.0,1270.27,1365.82,1237.49,1710.94,0,0,0,2,0,0,0,8,0,0,0,2,1,0,Hispanic,1
152446.47,0.75019197,0.0,0.0,1633.58,1975.09,1815.37,1081.48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hispanic,0
131216.87,0.244724678,0.0,0.0,1789.99,4333.8,4148.7,2954.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hispanic,0
181922.61,0.963444028,0.0,5157.48,4019.15,3793.88,3161.19,2062.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hispanic,1
165973.55,0.522047639,2153.74,0.0,3086.13,2508.09,2027.26,3368.95,4,4,4,4,2,2,5,5,1,0,2,2,1,0,Hispanic,0
121271.78,0.203372064,351.65,0.0,530.56,1169.79,1805.24,1304.44,5,5,5,5,1,5,1,5,0,3,0,3,0,0,Hispanic,0
145539.52,0.492900528,0.0,698.46,173.72,122.9,208.12,279.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hispanic,1
136699.46,0.264020832,0.0,0.0,278.82,222.83,236.99,413.33,0,0,0,1,0,0,6,5,0,0,3,2,0,0,Hispanic,1
172932.5,0.344161796,345.74,0.0,497.85,293.0,688.93,665.46,4,4,4,4,0,3,4,0,0,2,1,0,0,0,Hispanic,0
135522.1,0.797475272,0.0,0.0,1370.05,621.53,632.81,553.91,0,1,1,2,0,0,0,7,0,0,0,4,0,0,Hispanic,0
171168.42,0.983465578,598.09,0.0,828.12,394.73,528.42,488.28,1,2,2,3,1,2,0,5,0,0,0,3,0,0,Hispanic,0
180060.23,0.901496054,0.0,0.0,2103.76,1710.76,946.23,883.37,0,3,3,3,1,2,4,0,0,1,2,0,0,0,Hispanic,1
189963.46,0.715723564,0.0,0.0,601.84,295.73,283.53,373.36,0,0,5,5,0,0,5,3,0,0,1,0,0,0,Hispanic,0
210094.28,0.116778572,75.25,0.0,84.79,411.7,382.53,392.19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Hispanic,1
209195.64,0.891794176,0.0,0.0,656.57,376.64,321.8,447.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hispanic,1
252928.07,0.974988974,0.0,0.0,540.67,514.77,490.58,470.41,0,0,2,4,0,0,4,9,0,0,1,2,0,0,Hispanic,1
137714.24,0.905121996,0.0,0.0,4570.51,2606.7,3799.71,2218.62,0,0,1,1,0,3,1,0,0,2,1,0,1,0,Hispanic,1
209995.86,0.851080872,0.0,0.0,1341.26,630.67,533.73,369.31,0,0,3,3,0,1,4,0,0,1,2,0,0,0,Hispanic,0
154149.98,0.754571611,0.0,1300.37,553.55,249.67,438.04,520.15,0,0,0,0,0,0,0,7,0,0,0,5,0,0,Hispanic,0
199990.12,0.150606712,200.31,0.0,350.11,305.67,1153.47,757.71,2,2,2,2,0,3,4,4,0,3,3,2,1,0,Hispanic,0
216123.16,0.27247283,359.64,0.0,797.08,1118.38,1164.23,867.92,3,3,3,3,0,0,0,3,0,0,0,1,1,0,Hispanic,1
166804.99,0.426243748,0.0,0.0,1122.74,1216.61,996.2,1654.27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hispanic,1
182982.47,0.39858812,0.0,0.0,697.6,1313.42,828.23,714.31,0,0,1,1,0,2,0,7,0,1,0,5,0,0,Hispanic,0
134781.26,0.207936817,0.0,0.0,310.1,421.05,542.59,356.13,0,0,1,1,1,0,0,0,1,0,0,0,0,0,Hispanic,0
133904.13,0.20610724,0.0,0.0,300.33,202.84,475.11,562.9,0,1,1,1,1,1,3,0,1,1,0,0,0,0,Hispanic,1
133292.05,0.319662977,0.0,0.0,797.47,970.8,1730.13,1204.77,0,4,5,5,0,5,5,7,0,3,2,3,1,0,Hispanic,1
151772.14,0.52074693,0.0,9151.33,2682.94,4243.23,2405.1,3660.53,0,1,1,1,0,1,0,0,0,0,0,0,1,0,Hispanic,1
236017.48,0.2693085,0.0,1109.99,173.4,192.06,397.52,444.0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,Hispanic,0
157452.42,0.367884302,85.75,3815.23,1247.61,1403.55,983.78,1526.09,4,4,4,4,3,0,1,0,2,0,1,0,1,0,Hispanic,0
134406.44,0.205944974,157.55,2896.87,289.67,833.36,980.95,1158.75,5,5,5,5,2,4,4,4,0,3,3,2,0,0,Hispanic,0
155735.33,0.630658309,0.0,0.0,792.76,529.15,674.49,891.88,0,0,0,0,0,0,0,5,0,0,0,2,0,0,Hispanic,0
143324.7,0.791137977,0.0,2923.99,2039.06,2354.81,1974.62,1169.59,0,2,2,2,0,2,0,0,0,1,0,0,1,0,Hispanic,0
174827.41,0.208736693,0.0,2339.16,382.45,402.94,306.35,935.66,0,0,2,2,0,0,4,0,0,0,1,0,0,0,Hispanic,1
113075.84,0.255000186,594.41,0.0,788.73,1707.81,1689.24,2268.6,4,5,5,5,2,1,3,0,0,0,2,0,1,0,Hispanic,0
175890.97,0.291081264,978.63,0.0,1016.97,2426.74,1664.3,1229.83,4,4,4,4,1,0,0,6,1,0,0,3,1,0,Hispanic,0
139071.27,0.950226769,0.0,0.0,534.35,258.88,401.71,204.94,0,2,2,2,0,2,3,0,0,2,2,0,0,0,Hispanic,0
173244.03,0.310473772,0.0,518.84,141.32,116.61,174.84,207.54,0,1,2,2,0,0,4,0,0,0,2,0,0,0,Hispanic,0
167670.77,0.394687578,160.68,0.0,1615.12,901.65,1195.76,1858.79,3,3,3,3,1,0,0,0,0,0,0,0,1,0,Hispanic,1
126719.55,0.132964724,334.23,0.0,382.34,1022.2,1103.45,1094.49,1,5,5,5,0,3,0,0,0,0,0,0,0,0,Hispanic,1
215690.37,0.407046311,200.54,0.0,333.18,326.56,204.38,321.51,4,4,4,4,1,2,3,6,0,1,2,2,0,0,Hispanic,0
153374.0,0.828504399,0.0,0.0,846.53,342.67,234.14,508.78,0,0,0,0,0,2,0,0,0,2,0,0,0,0,Hispanic,1
173916.85,0.481891643,0.0,0.0,3883.88,2645.28,3031.24,2908.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hispanic,0
131529.95,0.638964554,0.0,0.0,1017.96,1282.77,791.84,452.19,0,0,0,0,0,1,6,0,0,0,5,0,0,0,Hispanic,1
211133.57,0.147051531,0.0,0.0,667.19,542.78,496.79,1483.18,0,1,1,1,0,2,3,4,0,2,1,3,1,0,Hispanic,1
200237.66,0.797238742,355.24,1000.03,451.1,511.42,361.66,400.01,4,4,4,4,2,0,0,0,1,0,0,0,0,0,Hispanic,0
143486.79,0.311827837,181.64,0.0,281.07,120.5,500.29,627.93,1,5,5,5,0,2,3,7,0,2,1,2,0,0,Hispanic,0
177902.2,0.317773193,129.91,2377.08,806.03,803.16,1313.57,950.83,1,1,1,1,0,1,0,7,0,1,0,4,1,0,Hispanic,1
195611.84,0.915221975,0.0,2636.57,2328.69,1629.22,1965.07,1054.63,0,0,1,1,0,1,5,7,0,0,1,3,1,0,Hispanic,1
125056.45,0.284158684,0.0,2700.02,653.54,817.68,603.03,1080.01,0,0,2,2,0,2,0,0,0,1,0,0,0,0,Hispanic,1
238805.17,0.28503341,0.0,0.0,1258.08,788.05,2427.43,1473.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hispanic,1
193944.53,0.969143303,6604.3,0.0,6926.73,3015.06,1949.53,2605.18,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Hispanic,1
193602.42,0.30549753,1778.94,0.0,2049.8,4348.84,5500.97,3752.1,2,2,2,2,0,0,0,0,0,0,0,0,1,0,Hispanic,1
168312.7,0.850278524,1287.16,3511.64,2014.03,1324.49,1409.7,1404.65,3,3,3,3,1,0,3,7,0,0,2,3,1,0,Hispanic,1
145738.28,0.019076985,0.0,0.0,10.88,123.11,74.11,320.78,0,0,0,4,0,0,3,5,0,0,2,3,0,0,Hispanic,1
135532.25,0.509943249,4.88,0.0,343.12,458.14,355.31,269.09,5,5,5,5,2,0,0,0,0,0,0,0,0,0,Hispanic,0
155499.39,0.580549513,1113.92,1386.3,1417.48,754.0,919.76,554.52,2,2,2,2,1,0,0,0,1,0,0,0,0,0,Hispanic,0
134218.46,0.132520158,0.0,0.0,130.52,600.91,472.72,524.93,0,4,4,4,0,3,0,0,0,2,0,0,0,0,Hispanic,0
124960.61,0.908929456,0.0,0.0,514.99,403.8,313.17,288.89,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Hispanic,0
123446.94,0.258809463,0.0,853.5,167.19,175.44,117.0,341.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Hispanic,0
143264.0,0.995276151,1636.41,0.0,2194.85,1263.15,1277.45,1627.55,5,5,5,5,0,0,0,0,0,0,0,0,0,0,Hispanic,0
158757.27,0.169441145,870.21,0.0,937.87,1042.81,1219.49,3280.13,1,2,2,4,1,2,3,7,0,2,2,2,1,0,Hispanic,0
216088.75,0.864922317,0.0,0.0,1290.5,1224.96,1203.91,855.49,0,1,1,1,0,1,0,6,0,0,0,2,0,0,Hispanic,1
220332.45,0.345568828,0.0,1089.05,517.38,402.63,271.09,435.62,0,0,0,0,0,0,0,6,0,0,0,1,1,0,Hispanic,1
147854.58,0.352922512,0.0,1362.74,346.14,218.28,390.92,545.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hispanic,1
151691.8,0.423230318,0.0,0.0,2418.78,4453.63,4748.07,4960.87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hispanic,0
144287.34,0.913883093,0.0,3139.02,3994.07,1608.5,1504.71,1255.61,0,1,1,1,0,2,2,4,0,0,1,1,1,0,Hispanic,0
444101.84,0.119610854,0.0,3150.63,284.71,1015.21,1077.51,1260.25,0,1,1,1,0,1,3,7,0,0,3,5,0,0,Hispanic,1
134423.25,0.907978357,0.0,0.0,998.09,917.67,555.87,801.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Hispanic,0
127687.27,0.989765402,0.0,0.0,1294.05,644.46,357.77,481.32,0,0,0,0,0,0,0,5,0,0,0,3,0,0,Hispanic,0
195516.32,0.658195389,0.0,0.0,457.88,297.67,274.28,242.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hispanic,1
206677.76,0.604302104,0.0,0.0,1723.91,902.75,1679.42,1294.64,0,1,1,1,0,0,0,0,0,0,0,0,1,0,Hispanic,1
130951.58,0.38477847,0.0,0.0,1935.79,1832.42,3010.59,1942.89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hispanic,1
172082.87,0.33771571,70.98,0.0,1125.07,577.53,750.92,1828.91,3,3,3,3,0,2,3,0,0,2,3,0,1,0,Hispanic,0
